CorelogicDataId,Usage
310271008,2
310272109,2
310273076,2
310273624,2
310275295,2
310275794,3
310276245,2
310278154,2
310278315,2
310280291,2
310280619,3
310282325,2
310282664,2
310286272,2
310286605,2
310286890,2
310291897,2
310292156,2
310295157,2
310296086,2
310296095,2
310296865,3
310299348,2
310300529,3
310303536,2
310304168,2
310306190,2
310307610,2
310308427,2
310311952,2
310312019,2
310314695,2
310319009,2
310319760,3
310320472,2
310322465,2
310322536,3
310324071,3
310325164,2
310325484,2
310326010,2
310327307,2
310332476,4
310334150,2
310336181,2
310338263,3
310341594,2
310344289,2
310346090,2
310346377,3
310347265,2
310350749,5
310350776,2
310353716,2
310354413,2
310357043,2
310358683,2
310362627,2
310362690,2
310362911,2
310363967,2
310367536,2
310370515,2
310371823,2
310374019,2
310374262,2
310374328,2
310377780,2
310378840,2
310380240,2
310380842,3
310383034,3
310386050,2
310386238,2
310387870,2
310390553,2
310391361,3
310391556,2
310394111,2
310396109,2
310396476,2
310396565,2
310397031,2
310397059,2
310398581,2
310398868,2
310402656,2
310403798,3
310404702,3
310405034,2
310408055,2
310412241,3
310414812,4
310416035,2
310424386,2
310424918,2
310424970,2
310427927,2
310428943,4
310429109,2
310430227,3
310433703,2
310433785,2
310433973,2
310434368,2
310434934,2
310435932,2
310437037,2
310437471,3
310437495,2
310439309,2
310439348,2
310439458,2
310439643,2
310439684,2
310442824,3
310444961,2
310447315,3
310448321,3
310448334,2
310448898,3
310448986,2
310452511,2
310452671,2
310453549,2
310453709,2
310454308,2
310455564,2
310456934,3
310457017,2
310458756,2
310460055,3
310460763,3
310460815,2
310460891,3
310461111,2
310461219,3
310461690,3
310463486,2
310469545,2
310471220,2
310471541,2
310471974,2
310472048,3
310472625,2
310473703,2
310474682,2
310474772,2
310475472,2
310477488,2
310478138,2
310479367,2
310481061,2
310482884,2
310483266,2
310487949,2
310491312,2
310492308,2
310493369,2
310493473,2
310493522,2
310494949,2
310496427,2
310496579,2
310496873,4
310497590,2
310500294,2
310502277,3
310502391,2
310502514,2
310506635,4
310507436,2
310509159,2
310516385,2
310518903,2
310518954,2
310519417,2
310521223,3
310523545,2
310523557,2
310523959,2
310524963,2
310527289,2
310528037,3
310528142,2
310528431,2
310528519,3
310528968,3
310529382,2
310529603,3
310529624,2
310530668,3
310531680,2
310532016,4
310533606,2
310533839,2
310534478,2
310534869,2
310535942,2
310536635,3
310537288,3
310538777,2
310539144,2
310541094,4
310542316,2
310542465,2
310543304,2
310543326,2
310543466,2
310546161,3
310546295,2
310546971,2
310549402,4
310552387,2
310552974,2
310553228,2
310553997,2
310555816,3
310557776,2
310558599,2
310560361,2
310561578,2
310562082,2
310563885,2
310565891,4
310566214,4
310568723,2
310568779,3
310569446,2
310569470,2
310569496,2
310570497,2
310571003,2
310572747,3
310573616,2
310573641,2
310573764,2
310574602,3
310575000,2
310576112,2
310577790,2
310578663,2
310579196,2
310579814,2
310580761,2
310582233,2
310582561,2
310583565,3
310583913,2
310584941,2
310585467,2
310587578,2
310587962,2
310590506,2
310591124,3
310591321,2
310593630,2
310594386,4
310595132,4
310595700,2
310595738,3
310596631,2
310596828,2
310598246,2
310598494,2
310598699,2
310600686,2
310601332,2
310603230,2
310603238,2
310603462,2
310606277,2
310607013,2
310607483,2
310608297,2
310608851,2
310609261,2
310609508,2
310610159,4
310610210,2
310610275,2
310610304,2
310612104,3
310613738,2
310614765,2
310615267,4
310615657,3
310618237,3
310618605,2
310619416,2
310619850,2
310620166,3
310621949,3
310622647,2
310623300,4
310623709,2
310623840,3
310625073,2
310625631,2
310626210,2
310626895,2
310627961,2
310628321,2
310632089,2
310632092,2
310633173,3
310634709,2
310634931,2
310636859,2
310637391,2
310639233,2
310639963,2
310640080,4
310643102,2
310643189,2
310644424,2
310644749,2
310645069,3
310645462,3
310645677,2
310645732,4
310646761,2
310648124,2
310649712,2
310649835,2
310649951,2
310650697,2
310651282,2
310651530,4
310651880,3
310652848,2
310652977,4
310655131,2
310657124,3
310660810,2
310661797,2
310662271,2
310662716,2
310663512,2
310663843,3
310667356,2
310668061,2
310668098,2
310671048,2
310672338,2
310673700,2
310674616,2
310674709,2
310675436,2
310676094,2
310676850,3
310677767,4
310679066,3
310679483,2
310679520,2
310681316,2
310682081,3
310682641,2
310683645,2
310684058,3
310684933,3
310685698,3
310686589,2
310686619,2
310686625,2
310686825,2
310687170,3
310687698,2
310687756,2
310687830,2
310689525,3
310690138,4
310690525,2
310690677,2
310690707,2
310691210,4
310692937,4
310693370,2
310693493,2
310693626,3
310694582,2
310695422,2
310696047,3
310696249,3
310697250,4
310697623,2
310698855,2
310699273,2
310699665,2
310700156,2
310702621,2
310704192,2
310704283,3
310704461,2
310706710,2
310706737,2
310707233,2
310707284,2
310707513,4
310707592,2
310708392,2
310709170,2
310709232,2
310709422,2
310711098,2
310711186,3
310711196,2
310712946,2
310716102,2
310717433,2
310717853,2
310718883,2
310718961,3
310718999,2
310721718,2
310722119,2
310723752,3
310723920,2
310723944,3
310724317,2
310727517,3
310729160,2
310730028,3
310730043,2
310730692,2
310732012,2
310733717,2
310734619,2
310736348,2
310736910,2
310737647,2
310739971,2
310741348,2
310741512,2
310744417,2
310744427,3
310744588,2
310744745,4
310745006,3
310745186,2
310745332,3
310745591,2
310747938,2
310747994,2
310748292,2
310750317,2
310750446,3
310750986,2
310752342,2
310752482,3
310752843,2
310754344,2
310754492,2
310755196,2
310755679,2
310756828,2
310758044,2
310759635,2
310761108,4
310761980,2
310762365,2
310762496,2
310762800,2
310762894,3
310763237,3
310763280,4
310763485,2
310765720,2
310765748,3
310766035,3
310766140,2
310766535,2
310767185,2
310768132,3
310770174,2
310770854,2
310771161,3
310772274,4
310773776,2
310774368,2
310775219,2
310778635,2
310778835,2
310779237,2
310779640,3
310780670,3
310782421,2
310782478,3
310783400,2
310783490,3
310783769,2
310783928,2
310784328,2
310784925,4
310785068,2
310785741,2
310786695,2
310787712,2
310787899,2
310788156,3
310788273,3
310788425,2
310788445,3
310789332,2
310791412,2
310791447,2
310792083,3
310792271,2
310792941,2
310793316,4
310794026,3
310794480,3
310794990,2
310796031,4
310796354,3
310796660,3
310799085,4
310799848,3
310799887,2
310800312,2
310800484,2
310800824,2
310801095,2
310801315,2
310802039,2
310802562,2
310803537,2
310803589,4
310803914,4
310804258,2
310805159,4
310805995,2
310807246,2
310807324,3
310807561,2
310807657,3
310807940,2
310808839,2
310809803,2
310810447,3
310811080,2
310811913,2
310812193,2
310813755,3
310813869,2
310814496,2
310816506,2
310817372,3
310817512,2
310817911,2
310817952,2
310818673,2
310819947,2
310820918,3
310822052,2
310823857,3
310824783,2
310825060,3
310825118,4
310826273,3
310827762,2
310828076,2
310829245,2
310830485,2
310830889,2
310831222,2
310831521,2
310831634,3
310831858,3
310831936,2
310832134,3
310832317,2
310833608,2
310834413,2
310834844,2
310835194,2
310835320,2
310835420,2
310837192,2
310837534,2
310838234,2
310838862,2
310838865,2
310840596,2
310842325,2
310842717,4
310842835,2
310843592,3
310843949,2
310846801,2
310847127,2
310847318,2
310847702,2
310848608,2
310848894,3
310849042,2
310849574,2
310849876,2
310851132,2
310853043,2
310853099,2
310853157,3
310853320,2
310854864,2
310855060,2
310855140,2
310855376,2
310855972,2
310857006,2
310857265,2
310857809,2
310857814,3
310858807,4
310860188,4
310863505,3
310863595,2
310865168,2
310866445,2
310866818,2
310867143,2
310869773,2
310869876,2
310870200,2
310871347,2
310871623,3
310872753,3
310872829,3
310874082,3
310874281,2
310874878,2
310875797,2
310876193,2
310877484,3
310877933,2
310878197,2
310878504,2
310879246,4
310880613,2
310881142,2
310881317,3
310882132,2
310883084,2
310884846,2
310886127,2
310886353,2
310886897,3
310888056,2
310888290,2
310889362,2
310891471,3
310891700,2
310892330,2
310892443,2
310892698,2
310894031,3
310894042,2
310894093,3
310894701,2
310895085,3
310895114,2
310896203,2
310896515,4
310896812,3
310897628,3
310898185,2
310898750,2
310900028,2
310900043,2
310900198,2
310900247,2
310900644,3
310901446,4
310902484,2
310903995,3
310904963,2
310905845,3
310906809,4
310906855,2
310907249,2
310909744,2
310910200,3
310910702,2
310911957,2
310912789,2
310912798,2
310913167,4
310913554,3
310913629,2
310914817,3
310915284,2
310916767,2
310917777,2
310918130,3
310919477,2
310921574,2
310922381,2
310922512,2
310923198,2
310923276,2
310925170,2
310927090,3
310927389,2
310928034,2
310932563,2
310935208,2
310936287,2
310937761,2
310940060,2
310940558,2
310940694,3
310942280,3
310942622,2
310944507,3
310947729,2
310947982,2
310948070,2
310949191,2
310949240,3
310954491,2
310955013,3
310955943,2
310956503,2
310956789,3
310959591,2
310959709,2
310959913,2
310961666,3
310962707,2
310964032,2
310964288,2
310964748,3
310967026,3
310969481,2
310971393,3
310972803,2
310973117,6
310973661,2
310974351,2
310975269,2
310976164,3
310977055,3
310977936,2
310980892,3
310981222,2
310981618,3
310982803,2
310983155,2
310983521,2
310984185,2
310984384,2
310984508,3
310987555,3
310987644,2
310990172,2
310992108,2
310992142,2
310995053,2
310995187,2
310996294,2
310996341,2
310996865,2
310997013,2
310997227,2
310998162,2
310998680,2
310999774,3
311000989,2
311001218,2
311003313,2
311003585,2
311004020,2
311004121,3
311005032,2
311007198,2
311007651,3
311026661,3
311027338,2
311028326,2
311030424,2
311048953,2
311096765,2
311175588,2
311219412,2
311225841,4
311264795,2
311294157,2
311316433,2
311368904,2
311406849,2
311408660,2
311554039,5
311631797,2
311826831,2
311863919,2
311893496,2
311977974,2
312001010,2
312094743,2
312293515,2
312307220,3
312325593,2
312401227,2
312414371,2
312483977,2
312508810,2
312600379,2
312653503,3
312696432,2
312783306,2
312864688,2
312920324,2
313071571,2
313089512,3
313093071,2
313173309,2
313176058,2
313176170,2
313182382,2
313205030,2
313230311,2
313255339,3
313255631,2
313283214,2
313356882,2
313376224,2
313416337,2
313491574,2
313497613,3
313526767,2
313550384,3
313603290,2
313660718,2
313698795,2
313713624,2
313724097,4
313731334,3
313764336,2
313774574,2
313813966,2
313835788,3
313858270,3
313863465,2
313882218,3
313925099,2
313943910,2
313955664,2
313957579,2
314113871,2
314144461,2
314164485,3
314209647,2
314288174,2
314296172,2
314301147,2
314374441,2
314391616,2
314436204,2
314448680,2
314469593,2
314470895,4
314551093,2
314557833,2
314560355,2
314569152,3
314640020,2
314874803,2
314886098,3
314972137,2
314999845,2
315058134,2
315118929,3
315247809,2
315265883,2
315278099,2
315338536,2
315384709,2
315443742,2
315549749,2
315586982,2
315729658,2
315730518,2
315745831,2
315760877,2
315779401,2
315935460,3
315963522,2
316014483,2
316037192,2
316041215,3
316051489,2
316106270,3
316214786,2
316215246,2
316228103,3
316228223,2
316269512,3
316319288,3
316478825,3
316514252,2
316519310,2
316528270,2
316581358,3
316635553,2
316738965,2
316755120,3
316765332,3
316908625,2
316975643,2
316994126,2
317117315,2
317145474,3
317181164,2
317243723,2
317254934,2
317355403,2
317383027,2
317460921,2
317526360,5
317596735,3
317618031,2
317652528,2
317686120,2
317726561,2
317780513,2
317884573,2
318005367,4
318012983,2
318032263,2
318061335,2
318163112,2
318170142,2
318189137,2
318239120,2
318347060,2
318445039,2
318458415,2
318463514,2
318482346,2
318513302,3
318538455,2
318591725,2
318660961,2
318715029,2
318862686,2
318864283,2
318866996,2
318868193,3
318907764,3
318930055,2
319013758,2
319040424,2
319051830,3
319052255,2
319053039,2
319053154,2
319053725,2
319054044,2
319055224,2
319056285,2
319056454,2
319056540,2
319056777,3
319057071,3
319058294,2
319058951,2
319059722,2
319059890,2
319060238,2
319061409,2
319061971,2
319061999,2
319062311,2
319063203,2
319063456,2
319065431,2
319067092,2
319067547,3
319068401,3
319068834,3
319071701,2
319072249,2
319072583,2
319072933,2
319073925,3
319076258,2
319076668,2
319077249,2
319077818,2
319078148,2
319078867,2
319079035,2
319079068,2
319079677,2
319080666,2
319080969,2
319082237,2
319083771,2
319084005,2
319086976,2
319087003,2
319087213,2
319089520,2
319092885,3
319093161,2
319093169,2
319093860,2
319095561,2
319096224,2
319096361,2
319100115,2
319100859,2
319101444,3
319101855,2
319102857,5
319103605,2
319104448,2
319106081,3
319106123,2
319106485,3
319106829,2
319107023,3
319107837,2
319108278,3
319109196,3
319109524,2
319110127,2
319111481,2
319112009,2
319112155,2
319112771,2
319114959,3
319115706,3
319116622,4
319117875,3
319118013,2
319118209,3
319119089,2
319123309,2
319124141,3
319124149,2
319125257,2
319126218,2
319126606,2
319127241,3
319127402,3
319127995,3
319128477,2
319128547,2
319129836,2
319131760,2
319132420,2
319132489,3
319134353,2
319134898,2
319135041,2
319135545,2
319135963,2
319136351,2
319136659,3
319136767,2
319138643,2
319139767,2
319140787,3
319141316,2
319141393,2
319141603,2
319142549,3
319142555,2
319147251,2
319147342,2
319148505,2
319148531,3
319149906,2
319150046,2
319153163,2
319153185,2
319153738,3
319154157,2
319154710,2
319154744,2
319154948,2
319155564,2
319156638,3
319158766,2
319159725,2
319160355,2
319160465,2
319163151,2
319167031,2
319167083,2
319167324,2
319168018,2
319168381,3
319168395,2
319168709,2
319168961,3
319169824,2
319170614,2
319171288,3
319171477,2
319172163,2
319173840,2
319174127,2
319175923,2
319176248,2
319177037,3
319178903,4
319180485,2
319183965,2
319184439,2
319186318,2
319187061,2
319187420,2
319189209,2
319189743,4
319195273,2
319196256,2
319200152,2
319200580,4
319201867,2
319202743,2
319212792,3
319213208,2
319214520,3
319215255,2
319217769,2
319218592,3
319219088,2
319219746,2
319219756,2
319221194,2
319223200,2
319223791,3
319223841,2
319233909,2
319234372,2
319238290,2
319240128,2
319240189,3
319241373,2
319241621,2
319243772,2
319244425,2
319244604,2
319245206,3
319250646,2
319251723,2
319257438,2
319258190,2
319259854,2
319262201,2
319262476,2
319262564,3
319263496,2
319263896,2
319266252,2
319268393,3
319272196,2
319273648,3
319277620,2
319280295,2
319280467,3
319280691,2
319280893,2
319283280,2
319285393,2
319285853,2
319285942,2
319287502,2
319288198,2
319288868,4
319290134,3
319292229,2
319296019,2
319296790,2
319301358,3
319304321,3
319305811,3
319306708,2
319307527,2
319308132,2
319308791,2
319309354,4
319311473,2
319314322,2
319314736,3
319317155,2
319319655,3
319320721,2
319321642,2
319323451,2
319325830,3
319327368,3
319327932,2
319333845,2
319334545,2
319339464,3
319341140,2
319341852,2
319344642,2
319345081,2
319350192,2
319352279,2
319353623,2
319354888,2
319357560,3
319358794,2
319359435,2
319363234,2
319364380,2
319364836,2
319365031,2
319365469,2
319365790,2
319366087,2
319366763,2
319367651,2
319369048,2
319371708,2
319371903,3
319375308,2
319377000,2
319380173,2
319381318,2
319383221,3
319384305,2
319385722,2
319389175,2
319389290,2
319393153,2
319397801,2
319399856,2
319401785,3
319402350,2
319403033,3
319404667,2
319406858,2
319406946,3
319407907,2
319408915,2
319409730,2
319410634,2
319413084,2
319414081,2
319420656,2
319426296,2
319430007,2
319434136,2
319434538,2
319434614,4
319437799,2
319438135,2
319438339,2
319439384,2
319445251,2
319445842,2
319445887,2
319446238,2
319446539,2
319449303,2
319449592,2
319451191,2
319451884,2
319452757,2
319452964,2
319456373,2
319462579,2
319464277,2
319464982,2
319468174,2
319468426,2
319475197,2
319482608,2
319486204,2
319488139,3
319488451,2
319490567,2
319494563,3
319494668,2
319495862,2
319498113,2
319500568,2
319501006,2
319508381,2
319511198,2
319515195,3
319518493,2
319521699,2
319526200,2
319528933,2
319529367,3
319530431,2
319534844,3
319535272,2
319537491,2
319543498,2
319543770,2
319545061,2
319545985,2
319548408,2
319548863,2
319552073,2
319555524,2
319555687,2
319556543,2
319557443,2
319557933,2
319562673,2
319563134,4
319565198,2
319571170,2
319571175,2
319572561,2
319577371,2
319581255,2
319582966,2
319583169,2
319583651,2
319586501,2
319588190,2
319588199,2
319595641,2
319596806,2
319601091,3
319601604,2
319602195,2
319602706,2
319603623,3
319605181,2
319605247,2
319608161,2
319616518,2
319628115,2
319630767,2
319631186,2
319634807,2
319637710,2
319638011,2
319640433,2
319641280,2
319644235,2
319647312,2
319647614,2
319647981,3
319649569,2
319650572,2
319651754,2
319654650,2
319660782,2
319666136,2
319666276,2
319668107,2
319672512,2
319674817,2
319674899,2
319679138,2
319681008,2
319681326,2
319681759,2
319685321,2
319686919,2
319689664,3
319692758,3
319694215,3
319695893,2
319697379,3
319704376,2
319707231,2
319713754,2
319718179,2
319724856,2
319725260,2
319725595,2
319725809,2
319728080,3
319728741,2
319729417,2
319730940,2
319735021,2
319735278,2
319735507,2
319735542,2
319736686,2
319741256,2
319743280,2
319743421,2
319743544,2
319746510,2
319747418,2
319750273,4
319752486,3
319752594,3
319753471,2
319754867,3
319755641,2
319758242,2
319758447,2
319760378,2
319761160,2
319761445,2
319761870,2
319762636,3
319768828,2
319771105,2
319773667,2
319774855,2
319775832,2
319777190,2
319779509,2
319795230,2
319796078,4
319796232,2
319799609,2
319800869,2
319804811,2
319809876,2
319810376,2
319810625,2
319811699,2
319812455,2
319813387,2
319815423,2
319817391,2
319819381,2
319822104,2
319822488,2
319825257,2
319825275,2
319825281,2
319825932,2
319826004,3
319827572,2
319829527,2
319831092,2
319832256,2
319832606,2
319836439,2
319845877,2
319845913,2
319850039,2
319857204,2
319858110,2
319859710,2
319860091,3
319862089,2
319865115,2
319865210,2
319865976,2
319868019,2
319868609,2
319868999,2
319869308,4
319870633,2
319875056,2
319878195,4
319879910,3
319883510,5
319884287,2
319884586,2
319887307,2
319888478,2
319889614,2
319889638,2
319891388,3
319891896,2
319893516,2
319893723,2
319894792,3
319900673,2
319901430,2
319902394,2
319903924,2
319904164,2
319915514,2
319918568,2
319922105,2
319925809,2
319926746,2
319927780,2
319928168,2
319929668,2
319938341,2
319941829,2
319948815,2
319954076,2
319954212,2
319956784,2
319957712,5
319958377,2
319959312,2
319960167,2
319960416,3
319960675,3
319962225,2
319963963,2
319969245,2
319970580,3
319979193,2
319979246,2
319986998,2
319988328,3
319989102,3
319992114,2
319995816,2
319996674,2
319999089,2
320001661,2
320005251,2
320007503,2
320007520,2
320014225,2
320014378,2
320015674,2
320015693,2
320016457,2
320017233,2
320019189,2
320020525,2
320021326,3
320021703,2
320021825,2
320022168,2
320023556,2
320023655,2
320024934,3
320027788,2
320030088,2
320031606,2
320031950,2
320032370,2
320032377,2
320032941,2
320033296,2
320035665,2
320036493,2
320037182,2
320037243,2
320037857,2
320038968,2
320039809,2
320040715,2
320040758,2
320041608,2
320041979,2
320042373,2
320042427,2
320043047,2
320043080,2
320043728,2
320044516,2
320044677,2
320045151,2
320046442,2
320046487,2
320046700,2
320046794,3
320047056,2
320047405,2
320048732,2
320049851,2
320051707,2
320051779,2
320054493,2
320055652,2
320056187,2
320056887,2
320057103,2
320057623,2
320058294,2
320059000,2
320060608,2
320066282,2
320067478,2
320069552,2
320069653,3
320069968,2
320070099,5
320070123,2
320070506,2
320071390,2
320071749,2
320072326,2
320074830,2
320075362,3
320075734,2
320075778,2
320078570,2
320078658,2
320078867,2
320079953,2
320080199,2
320080303,2
320080638,2
320081429,2
320081715,2
320082475,2
320083323,3
320083679,2
320084127,2
320084993,2
320086589,2
320087336,2
320087356,2
320087725,2
320087809,2
320090018,2
320091342,2
320092664,2
320093321,2
320096172,2
320097916,2
320100045,2
320104129,2
320104873,2
320106268,2
320108243,2
320110520,2
320114238,2
320114346,2
320125138,2
320125326,2
320126593,2
320131275,2
320133043,2
320135106,2
320145142,2
320152945,2
320156394,2
320158054,2
320159412,2
320160449,2
320161067,2
320161903,2
320165472,2
320168647,2
320169549,2
320171198,2
320172725,2
320172974,2
320172979,2
320174302,2
320176330,2
320177547,2
320178966,2
320182067,2
320183977,2
320186990,2
320190074,2
320195168,2
320195689,2
320195968,2
320204835,2
320206471,2
320212776,2
320213464,2
320214354,2
320214530,2
320215929,2
320221626,2
320226658,2
320230686,2
320231593,2
320231612,2
320231778,2
320234690,2
320238780,2
320247294,2
320249107,2
320249921,3
320252392,2
320253085,2
320254578,3
320259003,2
320262524,2
320269585,2
320274893,2
320275157,2
320275516,2
320276384,2
320277705,2
320279312,2
320279787,2
320282579,2
320284638,3
320285070,2
320288337,3
320288667,2
320291728,2
320296663,2
320297765,2
320298017,2
320305178,2
320307507,2
320311167,2
320312176,2
320314049,2
320314447,2
320315135,2
320316514,3
320318987,2
320319550,2
320321055,2
320321454,2
320322145,2
320323135,2
320327444,2
320328285,2
320328895,2
320330331,3
320330502,2
320337155,2
320338491,2
320338585,2
320339605,2
320340249,2
320341298,2
320342053,2
320342466,2
320344423,3
320344487,2
320346402,2
320349359,2
320352541,2
320356935,2
320357258,2
320358097,2
320359420,2
320363533,2
320365719,2
320368669,2
320371114,2
320378807,2
320380033,2
320381321,2
320385522,2
320386685,3
320387929,2
320389262,2
320395513,2
320395936,2
320397745,2
320398254,3
320399225,2
320399350,2
320409475,2
320413446,2
320413497,2
320417075,2
320417511,2
320421002,2
320423943,2
320428596,2
320430090,2
320436333,2
320438939,2
320439215,2
320439458,2
320440586,2
320441601,2
320445851,2
320446542,2
320447184,2
320448889,2
320449634,2
320449785,2
320454254,2
320456414,2
320456575,2
320457433,2
320460976,2
320461560,2
320462846,2
320464006,2
320464593,2
320464889,2
320465292,2
320465967,2
320467917,2
320473421,2
320475914,2
320478733,2
320481487,2
320484743,2
320485328,2
320487067,2
320493930,2
320494613,2
320496341,2
320498723,2
320499180,2
320499522,2
320499724,2
320501126,3
320502576,2
320506941,2
320511050,2
320513647,2
320513705,2
320514046,2
320514076,2
320514279,2
320515587,2
320516648,2
320517097,2
320518640,2
320520392,2
320521686,3
320522112,2
320522926,2
320524984,2
320525472,2
320526959,2
320527333,2
320527504,2
320527999,2
320530472,2
320535600,2
320536200,2
320536421,2
320536500,2
320536507,2
320538230,2
320538390,2
320540038,2
320540452,2
320541789,2
320541967,2
320543581,2
320545066,3
320545676,2
320546476,2
320547796,2
320548460,2
320548685,2
320548753,2
320550438,2
320551352,2
320554138,4
320557722,2
320562573,2
320564378,2
320567254,3
320576808,2
320581044,2
320594683,2
320600836,2
320603740,2
320603988,2
320611157,2
320614505,2
320623477,2
320623564,2
320627483,2
320641858,2
320642172,2
320643593,2
320644112,2
320648265,2
320657132,2
320658253,2
320661004,2
320665244,2
320673226,2
320675650,2
320676026,2
320680288,2
320682211,2
320687183,4
320698957,2
320710181,2
320710597,2
320712845,2
320714433,2
320714998,2
320717429,2
320728053,2
320739865,2
320741045,2
320757043,2
320757718,2
320802265,2
320821860,2
320825948,2
320836926,2
320837902,6
320838043,2
320841294,2
320847370,2
320847877,2
320855108,2
320858182,2
320859374,2
320860810,2
320863589,2
320863821,4
320863981,2
320872174,2
320883281,2
320884765,2
320886235,3
320892938,2
320902175,2
320903473,2
320907462,2
320908869,2
320914034,2
320915659,2
320921223,2
320923816,2
320929794,2
320933076,2
320933742,2
320935928,2
320942271,2
320945554,2
320951114,2
320952390,2
320968642,2
320970875,2
320978325,2
320978925,2
320988818,2
321000702,2
321004536,2
321009092,2
321022287,2
321025585,3
321028161,2
321029360,2
321034696,2
321036358,2
321040788,2
321043590,3
321044288,2
321045522,2
321047285,2
321048337,3
321065018,2
321072870,2
321081974,2
321082203,2
321087518,2
321089591,2
321093303,2
321093406,2
321099440,2
321100568,2
321102282,2
321124193,2
321131020,2
321131917,2
321138225,2
321138227,2
321140207,2
321153599,2
321162443,4
321162668,2
321172739,2
321181837,2
500021398,2
500024897,4
500025148,2
500027767,2
500027994,4
500032069,2
500033246,2
500043220,2
500050643,2
500061559,2
500081102,2
500110370,2
500133993,2
500151203,2
500159019,2
500161433,2
500164421,2
500173535,2
500176338,2
500189804,2
500190949,2
500220420,2
500236513,2
500563438,2
501001200,2
501192409,2
501342188,2
502555172,2
502556257,2
502570463,2
502573144,2
502580117,2
502582599,2
502584321,2
502588150,2
502599391,2
502602457,2
502603860,2
502660101,2
502661013,2
502708446,2
502726553,2
502818335,2
502820742,2
502822637,2
502834254,2
502841779,2
502854142,2
502854392,2
502874781,2
502884691,2
502888425,2
502895371,2
502949766,2
503077040,2
503078801,2
503079426,2
503087745,2
503091439,2
503097773,2
503109100,2
503116713,2
503117104,2
503120919,2
503126342,2
503128234,2
503131147,2
503131265,2
503131682,2
503156223,2
503161228,2
503168905,2
503172285,2
503192922,2
503204970,2
503220236,2
503221976,2
503268563,2
503279211,2
503279658,2
503280031,2
503293796,2
503319852,2
503334517,2
503350121,2
503357293,2
503359879,2
503441049,2
503442195,2
503447795,2
503452509,2
503454298,2
503456506,2
503458105,2
503459109,2
503461818,2
503485209,2
503489724,2
503491364,2
503493382,2
503495441,2
503501304,2
503503151,2
503507561,2
503520480,2
503520571,2
503524005,2
503525519,2
503528652,2
503531945,2
503532486,2
503533035,2
503563204,2
503564676,2
503565176,2
503569398,2
503587679,2
503593699,2
503594439,2
503598264,2
503598663,2
503602411,2
503617230,2
503655855,2
503690734,2
503693721,2
503696849,2
503697133,2
503697718,2
503699349,2
503710521,3
503718743,2
503722287,2
503725332,2
503732553,2
503736671,3
503737126,2
503737964,2
503740705,2
503741536,2
503744171,2
503745329,2
503748739,2
503752200,2
503752636,2
503752994,2
503753568,2
503770192,2
503783677,2
503787637,2
503797306,2
503799275,2
503803647,2
503807430,2
503815890,2
503821382,2
503826405,2
503831211,2
503850859,2
503866417,2
503872140,2
503872979,2
503943376,2
503949261,2
503950968,2
503951562,2
503955695,2
503956896,2
503959135,2
503961617,2
503972087,2
503975499,2
503995822,2
504002333,2
504007350,4
504009124,2
504012438,2
504025317,2
504051772,2
504059259,2
504062089,2
504069325,2
504082767,2
504097201,2
504176629,2
504178134,2
504178695,2
504181930,2
504184381,2
504184614,2
504186332,2
504187126,2
504193390,2
504195133,2
504195273,2
504198345,2
504199593,2
504201407,2
504203125,2
504204007,2
504204716,2
504204720,4
504205495,2
504208286,2
504208470,4
504208830,4
504209417,2
504210108,2
504215285,2
504217784,4
504221649,4
504221972,2
504222126,2
504227373,2
504230591,4
504237107,2
504239978,2
504246314,2
504247630,4
504247942,3
504252710,2
504253970,3
504258321,2
504262427,2
504262607,4
504264607,4
504264972,4
504268351,2
504269196,2
504273015,2
504273252,2
504277612,2
504277679,2
504279100,2
504279764,2
504283089,2
504285210,2
504285677,2
504285847,2
504286622,3
504287380,4
504288353,4
504288964,2
504293493,2
504296312,4
504298800,2
504309767,3
504310776,2
504319434,2
504327636,2
504333470,4
504336813,2
504337228,2
504337766,2
504339660,2
504345233,2
504349728,2
504425316,2
504434279,2
504436411,2
504437413,2
504437712,4
504441473,2
504443003,4
504443433,2
504444558,2
504446104,3
504446146,2
504448148,3
504449600,4
504451438,4
504451987,2
504452292,4
504452749,2
504455352,2
504457955,2
504458175,3
504461200,3
504461566,2
504461731,2
504461901,3
504462478,4
504462675,2
504464374,2
504466804,2
504467804,2
504469996,2
504470296,4
504470688,2
504473340,2
504473476,2
504476009,3
504476511,2
504476545,2
504477440,2
504478630,2
504479831,2
504482175,3
504483833,3
504485041,2
504490856,2
504491459,2
504494210,2
504494698,4
504495980,4
504496148,2
504501782,3
504501842,4
504504975,2
504505680,2
504510078,4
504511133,2
504513436,4
504517061,2
504517959,4
504519922,2
504521517,2
504522783,4
504523816,2
504524068,4
504525507,2
504527158,2
504528569,2
504529902,4
504530213,4
504530662,2
504532022,3
504532826,2
504534050,2
504535495,2
504535860,2
504537201,2
504537377,4
504539572,2
504541235,2
504541420,2
504541596,3
504542297,2
504542773,2
504545482,4
504547306,2
504550591,2
504551437,3
504553512,2
504556492,2
504556550,3
504557695,3
504560783,2
504561263,2
504561802,2
504564058,2
504566751,2
504569397,2
504569733,2
504575033,4
504575478,3
504578768,2
504580106,2
504580962,2
504584480,2
504585654,4
504585866,2
504586633,2
504587791,3
504588169,2
504590646,2
504590847,2
504591035,2
504591259,4
504592181,4
504592526,2
504595870,4
